"FieldID_unique","Date","Year","Province","SamplerNo.x","FieldID","SamplerType","ExtractionGroup","qPCRPlate","JDay","SampleID","SsCtMean","SsCtSD","SsMean","logSsMean","VolumeSampled","TtCt","TtSD","Water","week","month","SsMean_t1","logSs_t1","SamplerNo.y","MeanWetness","DiffMeanWet","MeanWet_1d","MaxWetness","DiffMaxWet","MaxWet_1d","MinWetness","DiffMinWet","MinWet_1d","MeanTemp","DiffMeanT","MeanT_1d","MaxTemp","DiffMaxT","MaxT_1d","MinTemp","DiffMinT","MinT_1d","MeanRH","DiffMeanRH","MeanRH_1d","MaxRH","DiffMaxRH","MaxRH_1d","MinRH","DiffMinRH","MinRH_1d","DiffRH_0d","DiffRH_1d","DiffRH_2d","MaxDiffRH_2h","MaxDiffRH_3h","MeanVPD","DiffMeanVPD","MeanVPD_1d","MaxVPD","DiffMaxVPD","MaxVPD_1d","MinVPD","DiffMinVPD","MinVPD_1d","TotalPrecip","Precip_1d","RainYN","MaxRain","MinRain","MeanWC","DiffMeanWC","MeanWC_1d","MaxWC","DiffMaxWC","MaxWC_1d","MinWC","DiffMinWC","MinWC_1d","MeanDP","DiffMeanDP","MeanDP_1d","MaxDP","DiffMaxDP","MaxDP_1d","MinDP","DiffMinDP","MinDP_1d","MeanSoilTemp","DiffMeanSoilT","MeanSoilT_1d","MaxSoilTemp","DiffMaxSoilT","MaxSoilT_1d","MinSoilTemp","DiffMinSoilT","MinSoilT_1d","jday"
"Morden19Morden1",2019-07-11,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,192,"M19-04",NA,NA,581.72,2.765,NA,NA,NA,NA,28,7,539.6,2.733,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,22.71666667,2.041666667,20.675,29.1,4,25.1,14.6,-1.5,16.1,67,-4.666666667,71.66666667,85,-12,97,51,11,40,34,57,15,10,14,7.168343982,1.613136459,5.555207523,14.06792462,0.64744835,13.42047627,1.742258499,1.32727132,0.414987179,0,21.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.02083333,1.329166667,14.69166667,19.9,2.9,17,12.1,1.4,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,192
"Morden19Morden1",2019-07-12,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,193,"M19-05",NA,NA,513.42,2.711,NA,NA,NA,NA,28,7,581.72,2.765,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,21.09166667,-1.625,22.71666667,25,-4.1,29.1,16.5,1.9,14.6,69.45833333,2.458333333,67,94,9,85,45,-6,51,49,34,57,18,28,5.811157453,-1.35718653,7.168343982,12.00328191,-2.064642711,14.06792462,0.784640622,-0.957617877,1.742258499,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9,-1.120833333,16.02083333,16.3,-3.6,19.9,11.6,-0.5,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,193
"Morden19Morden1",2019-07-13,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,194,"M19-06",NA,NA,1492.53,3.174,NA,NA,NA,NA,28,7,513.42,2.711,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,22.78333333,1.691666667,21.09166667,29.1,4.1,25,15.1,-1.4,16.5,67.95833333,-1.5,69.45833333,92,-2,94,43,-2,45,49,49,34,12,20,7.499044309,1.687886857,5.811157453,15.96125664,3.957974736,12.00328191,0.95865751,0.174016888,0.784640622,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,1,14.9,19.4,3.1,16.3,13.8,2.2,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,194
"Morden19Morden1",2019-07-14,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,195,"M19-07",NA,NA,1772.47,3.249,NA,NA,NA,NA,28,7,1492.53,3.174,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,24.42916667,1.645833333,22.78333333,30,0.9,29.1,18.8,3.7,15.1,75.54166667,7.583333333,67.95833333,94,2,92,54,11,43,40,49,49,21,30,6.05111627,-1.447928039,7.499044309,13.96965469,-1.991601959,15.96125664,0.917131447,-0.041526063,0.95865751,14.5,0,1,8.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.51666667,3.616666667,15.9,22.7,3.3,19.4,17.5,3.7,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,195
"Morden19Morden1",2019-07-15,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,196,"M19-08",NA,NA,2760.36,3.441,NA,NA,NA,NA,28,7,1772.47,3.249,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,25.12916667,0.7,24.42916667,28.4,-1.6,30,20.9,2.1,18.8,67.45833333,-8.083333333,75.54166667,91,-3,94,46,-8,54,45,40,49,9,14,7.76513903,1.71402276,6.05111627,14.474813,0.505158317,13.96965469,1.669345504,0.752214057,0.917131447,0,14.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.22083333,-1.295833333,19.51666667,21.9,-0.8,22.7,15.2,-2.3,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,196
"Morden19Morden1",2019-07-16,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,197,"M19-09",NA,NA,2059.36,3.314,NA,NA,NA,NA,29,7,2760.36,3.441,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,21.9125,-3.216666667,25.12916667,25.7,-2.7,28.4,17.3,-3.6,20.9,68.16666667,0.708333333,67.45833333,87,-4,91,48,2,46,39,45,40,11,15,6.290880081,-1.474258949,7.76513903,11.84266503,-2.632147975,14.474813,1.962469081,0.293123578,1.669345504,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.49583333,-2.725,18.22083333,17.8,-4.1,21.9,13.2,-2,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,197
"Morden19Morden1",2019-07-17,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,198,"M19-10",NA,NA,726.46,2.862,NA,NA,NA,NA,29,7,2059.36,3.314,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,20.28333333,-1.629166667,21.9125,24.7,-1,25.7,17.4,0.1,17.3,83.625,15.45833333,68.16666667,94,7,87,68,20,48,26,39,45,13,17,2.916727849,-3.374152233,6.290880081,6.981117198,-4.86154783,11.84266503,0.840399023,-1.122070058,1.962469081,8.7,0,1,4.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.31666667,1.820833333,15.49583333,19.6,1.8,17.8,16.2,3,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,198
"Morden19Morden1",2019-07-18,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,199,"M19-11",NA,NA,1884.06,3.275,NA,NA,NA,NA,29,7,726.46,2.862,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,22.47916667,2.195833333,20.28333333,27.6,2.9,24.7,18,0.6,17.4,64.91666667,-18.70833333,83.625,83,-11,94,43,-25,68,40,26,39,16,24,7.295285069,4.37855722,2.916727849,14.37938011,7.39826291,6.981117198,2.647649863,1.80725084,0.840399023,0,8.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.20833333,-2.108333333,17.31666667,17.2,-2.4,19.6,13,-3.2,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,199
"Morden19Morden1",2019-07-19,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,200,"M19-12",NA,NA,1407.17,3.149,NA,NA,NA,NA,29,7,1884.06,3.275,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,21.33333333,-1.145833333,22.47916667,25.4,-2.2,27.6,14.6,-3.4,18,55.66666667,-9.25,64.91666667,79,-4,83,32,-11,43,47,40,26,18,32,8.455619556,1.160334488,7.295285069,14.89296089,0.513580778,14.37938011,2.439161898,-0.208487965,2.647649863,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.45,-3.758333333,15.20833333,15.6,-1.6,17.2,6.7,-6.3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,200
"Morden19Morden1",2019-07-20,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,201,"M19-13",NA,NA,1896.7,3.278,NA,NA,NA,NA,29,7,1407.17,3.149,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5375,-1.795833333,21.33333333,23.5,-1.9,25.4,16,1.4,14.6,58.91666667,3.25,55.66666667,81,2,79,42,10,32,39,47,40,17,20,6.748712771,-1.706906785,8.455619556,11.74026127,-3.152699618,14.89296089,2.438607153,-0.000554745,2.439161898,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,-0.35,11.45,13.8,-1.8,15.6,8.9,2.2,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,201
"Morden19Morden1",2019-07-21,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,202,"M19-14",NA,NA,870.36,2.94,NA,NA,NA,NA,29,7,1896.7,3.278,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,17.64166667,-1.895833333,19.5375,22.3,-1.2,23.5,13,-3,16,63.5,4.583333333,58.91666667,86,5,81,39,-3,42,47,39,47,18,29,5.721561411,-1.02715136,6.748712771,11.45656493,-0.283696335,11.74026127,1.58601628,-0.852590873,2.438607153,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.991666667,-1.108333333,11.1,12.7,-1.1,13.8,7,-1.9,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,202
"Morden19Morden1",2019-07-22,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,203,"M19-15",NA,NA,1198.26,3.079,NA,NA,NA,NA,29,7,870.36,2.94,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,19.97083333,2.329166667,17.64166667,26,3.7,22.3,11.9,-1.1,13,60.04166667,-3.458333333,63.5,84,-2,86,33,-6,39,51,47,39,19,28,7.64482164,1.923260229,5.721561411,15.75342304,4.296858107,11.45656493,1.570216928,-0.015799352,1.58601628,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.23333333,1.241666667,9.991666667,13.7,1,12.7,8.2,1.2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,203
"Morden19Morden1",2019-07-23,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,204,"M19-16",NA,NA,785.52,2.896,NA,NA,NA,NA,30,7,1198.26,3.079,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,22.025,2.054166667,19.97083333,27.6,1.6,26,16.4,4.5,11.9,57.54166667,-2.5,60.04166667,82,-2,84,32,-1,33,50,51,47,18,32,9.050178544,1.405356903,7.64482164,17.77814268,2.024719638,15.75342304,2.413424797,0.843207869,1.570216928,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.39583333,1.1625,11.23333333,14.9,1.2,13.7,9.6,1.4,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,204
"Morden19Morden1",2019-07-24,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,205,"M19-17",NA,NA,821.99,2.915,NA,NA,NA,NA,30,7,785.52,2.896,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,23.0625,1.0375,22.025,29,1.4,27.6,16.4,0,16.4,57.75,0.208333333,57.54166667,81,-1,82,36,4,32,45,50,51,12,21,9.496838808,0.446660265,9.050178544,18.26011443,0.481971746,17.77814268,2.469236608,0.055811812,2.413424797,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.57083333,1.175,12.39583333,16,1.1,14.9,11.1,1.5,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,205
"Morden19Morden1",2019-07-25,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,206,"M19-18",NA,NA,1734.64,3.239,NA,NA,NA,NA,30,7,821.99,2.915,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5875,0.525,23.0625,27.6,-1.4,29,19,2.6,16.4,54.95833333,-2.791666667,57.75,80,-1,81,33,-3,36,47,45,50,19,24,9.903743961,0.406905152,9.496838808,17.29941486,-0.960699569,18.26011443,3.13438296,0.665146352,2.469236608,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.29166667,-0.279166667,13.57083333,17.4,1.4,16,9.3,-1.8,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,206
"Morden19Morden1",2019-07-26,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,207,"M19-19",NA,NA,608.67,2.785,NA,NA,NA,NA,30,7,1734.64,3.239,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5375,-3.05,23.5875,24.2,-3.4,27.6,17.2,-1.8,19,62.25,7.291666667,54.95833333,76,-4,80,51,18,33,25,47,45,13,16,6.514625387,-3.389118573,9.903743961,10.04307514,-7.256339715,17.29941486,3.69149265,0.55710969,3.13438296,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,-0.291666667,13.29166667,16.3,-1.1,17.4,10.2,0.9,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,207
"Morden19Morden1",2019-07-27,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,208,"M19-20",NA,NA,1241.4,3.094,NA,NA,NA,NA,30,7,608.67,2.785,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,22.99166667,2.454166667,20.5375,29.2,5,24.2,16.6,-0.6,17.2,57.75,-4.5,62.25,84,8,76,32,-19,51,52,25,47,15,25,9.716250634,3.201625246,6.514625387,19.35615928,9.313084134,10.04307514,2.105474338,-1.586018312,3.69149265,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.18333333,0.183333333,13,15.2,-1.1,16.3,9.7,-0.5,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,208
"Morden19Morden1",2019-07-28,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,209,"M19-21",NA,NA,1056.69,3.024,NA,NA,NA,NA,30,7,1241.4,3.094,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,22.24583333,-0.745833333,22.99166667,26.7,-2.5,29.2,17.2,0.6,16.6,56.25,-1.5,57.75,76,-8,84,28,-4,32,48,52,25,22,42,8.597919375,-1.118331259,9.716250634,17.79574132,-1.560417951,19.35615928,3.27871602,1.173241682,2.105474338,0.3,0,1,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.64583333,-0.5375,13.18333333,16.9,1.7,15.2,6.7,-3,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,209
"Morden19Morden1",2019-07-29,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,210,"M19-22",NA,NA,1022.46,3.01,NA,NA,NA,NA,30,7,1056.69,3.024,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,17.05416667,-5.191666667,22.24583333,21.6,-5.1,26.7,10.7,-6.5,17.2,53.91666667,-2.333333333,56.25,78,2,76,26,-2,28,52,48,52,21,30,6.711641048,-1.886278327,8.597919375,13.05725805,-4.738483276,17.79574132,2.003259315,-1.275456705,3.27871602,0,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8875,-5.758333333,12.64583333,12.8,-4.1,16.9,0.8,-5.9,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,210
"Morden19Morden1",2019-07-30,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,211,"M19-23",NA,NA,16.33,1.239,NA,NA,NA,NA,31,7,1022.46,3.01,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,17.02916667,-0.025,17.05416667,24.8,3.2,21.6,7.1,-3.6,10.7,55.33333333,1.416666667,53.91666667,86,8,78,30,4,26,56,52,48,16,24,7.593832715,0.882191666,6.711641048,15.05303396,1.995775911,13.05725805,1.018279449,-0.984979866,2.003259315,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.75,-0.1375,6.8875,9.1,-3.7,12.8,4.5,3.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,211
"Morden19Morden1",2019-07-31,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,212,"M19-24",NA,NA,621.38,2.794,NA,NA,NA,NA,31,7,16.33,1.239,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,21.10833333,4.079166667,17.02916667,29.8,5,24.8,9.8,2.7,7.1,66.04166667,10.70833333,55.33333333,86,0,86,44,14,30,42,56,52,17,27,7.489545115,-0.104287599,7.593832715,16.5872404,1.534206437,15.05303396,1.315208736,0.296929288,1.018279449,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9375,7.1875,6.75,20.1,11,9.1,7.3,2.8,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,212
"Morden19Morden1",2019-08-01,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,213,"M19-25",NA,NA,525.99,2.722,NA,NA,NA,NA,31,8,621.38,2.794,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,24.17083333,3.0625,21.10833333,30.2,0.4,29.8,17.4,7.6,9.8,62.5,-3.541666667,66.04166667,89,3,86,36,-8,44,53,42,56,16,21,9.012152652,1.522607537,7.489545115,19.19494843,2.60770803,16.5872404,1.521619656,0.20641092,1.315208736,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.98333333,2.045833333,13.9375,19.4,-0.7,20.1,13.2,5.9,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,213
"Morden19Morden1",2019-08-02,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,214,"M19-26",NA,NA,1033.5,3.015,NA,NA,NA,NA,31,8,525.99,2.722,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,24.62916667,0.458333333,24.17083333,31,0.8,30.2,18,0.6,17.4,63.66666667,1.166666667,62.5,83,-6,89,41,5,36,42,53,42,14,19,9.24423036,0.232077708,9.012152652,19.07147002,-0.123478405,19.19494843,2.441321283,0.919701627,1.521619656,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.71666667,0.733333333,15.98333333,19.2,-0.2,19.4,14.8,1.6,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,214
"Morden19Morden1",2019-08-03,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,215,"M19-27",NA,NA,216.51,2.337,NA,NA,NA,NA,31,8,1033.5,3.015,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3125,0.683333333,24.62916667,30.5,-0.5,31,19.3,1.3,18,63.04166667,-0.625,63.66666667,87,4,83,44,3,41,43,42,53,11,22,9.447244165,0.203013805,9.24423036,17.54559198,-1.525878043,19.07147002,2.024673424,-0.416647859,2.441321283,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.27916667,0.5625,16.71666667,18.2,-1,19.2,16.3,1.5,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,215
"Morden19Morden1",2019-08-04,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,216,"M19-28",NA,NA,204.9,2.314,NA,NA,NA,NA,31,8,216.51,2.337,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,25.43333333,0.120833333,25.3125,30.9,0.4,30.5,21.3,2,19.3,55.16666667,-7.875,63.04166667,78,-9,87,27,-17,44,51,43,42,14,21,11.33412087,1.886876709,9.447244165,23.30419761,5.758605635,17.54559198,3.980014695,1.955341271,2.024673424,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.82083333,-2.458333333,17.27916667,18.3,0.1,18.2,9.7,-6.6,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,216
"Morden19Morden1",2019-08-05,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,217,"M19-29",NA,NA,1126.32,3.052,NA,NA,NA,NA,31,8,204.9,2.314,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7625,-2.670833333,25.43333333,27.8,-3.1,30.9,16.1,-5.2,21.3,49.70833333,-5.458333333,55.16666667,82,4,78,31,4,27,51,51,43,16,28,10.70766454,-0.62645633,11.33412087,18.15252306,-5.151674548,23.30419761,2.295885978,-1.684128717,3.980014695,19,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.90833333,-3.9125,14.82083333,13,-5.3,18.3,8.5,-1.2,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,217
"Morden19Morden1",2019-08-06,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,218,"M19-30",NA,NA,1236.71,3.093,NA,NA,NA,NA,32,8,1126.32,3.052,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,22.77083333,0.008333333,22.7625,31.8,4,27.8,14.3,-1.8,16.1,55.125,5.416666667,49.70833333,85,3,82,27,-4,31,58,51,51,19,27,10.6340081,-0.073656444,10.70766454,24.80495668,6.652433617,18.15252306,1.709941671,-0.585944307,2.295885978,0,19,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,1.191666667,10.90833333,14.3,1.3,13,9.4,0.9,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,218
"Morden19Morden1",2019-08-07,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,219,"M19-31",NA,NA,270.31,2.433,NA,NA,NA,NA,32,8,1236.71,3.093,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3,-4.470833333,22.77083333,22.4,-9.4,31.8,15.1,0.8,14.3,55.29166667,0.166666667,55.125,87,2,85,31,4,27,56,58,51,17,19,6.948385915,-3.685622185,10.6340081,12.662219,-12.14273768,24.80495668,1.732184651,0.02224298,1.709941671,0.7,0,1,0.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.308333333,-3.791666667,12.1,14.6,0.3,14.3,4.1,-5.3,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,219
"Morden19Morden1",2019-08-08,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,220,"M19-32",NA,NA,878.89,2.944,NA,NA,NA,NA,32,8,270.31,2.433,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,17.72916667,-0.570833333,18.3,24.5,2.1,22.4,11.3,-3.8,15.1,51.20833333,-4.083333333,55.29166667,80,-7,87,29,-2,31,51,56,58,16,29,7.939130181,0.990744267,6.948385915,15.29721729,2.634998291,12.662219,2.115411448,0.383226798,1.732184651,0,0.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5875,-1.720833333,8.308333333,9.7,-4.9,14.6,4.8,0.7,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,220
"Morden19Morden1",2019-08-09,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,221,"M19-33",NA,NA,191.58,2.285,NA,NA,NA,NA,32,8,878.89,2.944,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,19.39583333,1.666666667,17.72916667,27.5,3,24.5,10.8,-0.5,11.3,55.04166667,3.833333333,51.20833333,87,7,80,27,-2,29,60,51,56,16,24,8.774203121,0.83507294,7.939130181,18.96661824,3.669400955,15.29721729,1.191154989,-0.924256459,2.115411448,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.766666667,2.179166667,6.5875,12.2,2.5,9.7,6.9,2.1,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,221
"Morden19Morden1",2019-08-10,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,222,"M19-34",NA,NA,511.41,2.71,NA,NA,NA,NA,32,8,191.58,2.285,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,19.13333333,-0.2625,19.39583333,25.6,-1.9,27.5,16.3,5.5,10.8,78.66666667,23.625,55.04166667,90,3,87,56,29,27,34,60,51,23,29,3.593821774,-5.180381347,8.774203121,10.15363421,-8.812984028,18.96661824,1.366131675,0.174976686,1.191154989,11.3,0,1,7.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,6.433333333,8.766666667,18.4,6.2,12.2,12.1,5.2,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,222
"Morden19Morden1",2019-08-11,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,223,"M19-35",NA,NA,445.84,2.65,NA,NA,NA,NA,32,8,511.41,2.71,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,18.54166667,-0.591666667,19.13333333,23.7,-1.9,25.6,13.2,-3.1,16.3,59.29166667,-19.375,78.66666667,89,-1,90,28,-28,56,61,34,60,16,26,6.860008497,3.266186723,3.593821774,14.75717164,4.603537421,10.15363421,1.411825194,0.045693519,1.366131675,0,11.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.325,-5.875,15.2,14.4,-4,18.4,4.3,-7.8,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,223
"Morden19Morden1",2019-08-12,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,224,"M19-36",NA,NA,475.3,2.678,NA,NA,NA,NA,32,8,445.84,2.65,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.67916667,-3.8625,18.54166667,18.1,-5.6,23.7,11,-2.2,13.2,81.16666667,21.875,59.29166667,96,7,89,56,28,28,40,61,34,15,20,2.256938807,-4.603069691,6.860008497,6.12458312,-8.632588516,14.75717164,0.467510916,-0.944314278,1.411825194,7.1,0,1,2.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.35,2.025,9.325,14.2,-0.2,14.4,7.6,3.3,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,224
"Morden19Morden1",2019-08-13,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,225,"M19-37",NA,NA,360.26,2.558,NA,NA,NA,NA,33,8,475.3,2.678,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,16.39166667,1.7125,14.67916667,21.9,3.8,18.1,12.9,1.9,11,76.125,-5.041666667,81.16666667,95,-1,96,45,-11,56,50,40,61,20,26,3.641649244,1.384710438,2.256938807,10.07501144,3.950428321,6.12458312,0.522292747,0.054781831,0.467510916,10,7.1,1,4.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6125,0.2625,11.35,13.7,-0.5,14.2,9.1,1.5,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,225
"Morden19Morden1",2019-08-14,"2019","Manitoba","Morden1","Morden19","Burkard",NA,NA,226,"M19-38",NA,NA,1193.8,3.077,NA,NA,NA,NA,33,8,360.26,2.558,"Morden",NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6375,1.245833333,16.39166667,23.5,1.6,21.9,12.2,-0.7,12.9,63.29166667,-12.83333333,76.125,83,-12,95,41,-4,45,42,50,40,14,27,5.915773623,2.274124379,3.641649244,11.94267957,1.867668126,10.07501144,1.999866307,1.477573559,0.522292747,0,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.00833333,-1.604166667,11.6125,12.8,-0.9,13.7,8.6,-0.5,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,226
